ID,Title,TitleKana,Version,Series,Author,Publisher,PublishYear,SizeInfo,ISBN,URL
R100000002-I025576918,ウエアラブル、IoT時代の位置情報徹底活用 要素技術からビッグデータまで,ウエアラブル 、 IoT ジダイ ノ イチ ジョウホウ テッテイ カツヨウ ヨウソ ギジュツ カラ ビッグ データ マデ,,,日経エレクトロニクス 編,日経BP社,2014,CD-ROM 1枚 ; 12cm + 1枚,978-4-8222-7697-3,https://ndlsearch.ndl.go.jp/books/R100000002-I025576918
R100000002-I032609509,世界エネルギー新ビジネス総覧 = Distributed energy resources : DER・VPP、AI活用、ブロックチェーン、ストレージの最前線,セカイ エネルギー シン ビジネス ソウラン : DER ・ VPP 、 AI カツヨウ 、 ブロック チェーン 、 ストレージ ノ サイゼンセン,,,日経BP総研クリーンテックラボ 調査・編集,日経BP,2019,260 p ; 30 cm,978-4-296-10480-2,https://ndlsearch.ndl.go.jp/books/R100000002-I032609509
R100000002-I000010063010,「建材・設備ガイド」評価レポート : プロのための. システムキッチン(スタンダード)編,ケンザイ セツビ ガイド ヒョウカ レポート : プロ ノ タメ ノ,,,"日経アーキテクチュア, 日経ホームビルダー, ケンプラッツ 編",日経BP社,2008,141枚 ; 31cm,978-4-8222-6654-7,https://ndlsearch.ndl.go.jp/books/R100000002-I000010063010
R100000002-I024519669,日経DIクイズ. ベストセレクションBASIC篇,ニッケイ ディーアイ クイズ,,,"笹嶋勝 監修 , 日経ドラッグインフォメーション 編集",日経BP社 日経BPマーケティング (発売),2013,223p ; 26cm,978-4-8222-3167-5,https://ndlsearch.ndl.go.jp/books/R100000002-I024519669
R100000002-I032741428,新医療職が部下を持ったら読む本,シンイリョウショク ガ ブカ オ モッタラ ヨム ホン,,,"裴英洙 著 , 日経ヘルスケア 編",日経BP 日経BPマーケティング,2023,230p ; 21cm,978-4-296-20198-3,https://ndlsearch.ndl.go.jp/books/R100000002-I032741428
R100000002-I023635955,ハイブリッド車/電気自動車総覧 = Directory of hybrid cars and electric cars. 2012-2013,ハイブリッドシャ/デンキ ジドウシャ ソウラン,,,"日経Automotive Technology, 日経エレクトロニクス 共同編集",日経BP社 日経BPマーケティング (発売),2012,255p ; 28cm,978-4-8222-7500-6,https://ndlsearch.ndl.go.jp/books/R100000002-I023635955
R100000002-I025069468,キレるソフトバンク,キレル ソフトバンク,,,"榊原康 著 , 日経コミュニケーション 編集",日経BP社 日経BPマーケティング (発売),2013,182p ; 19cm,978-4-8222-1097-7,https://ndlsearch.ndl.go.jp/books/R100000002-I025069468
R100000002-I032609388,医療・健康データビジネス = Data-driven medicine/healthcare business. 2022-2025,イリョウ ・ ケンコウ データ ビジネス,,,"日経BP総合研究所メディカル・ヘルスラボ, 日経メディカル開発 調査・編集",日経BP,2021,358 p ; 30 cm,978-4-296-11100-8,https://ndlsearch.ndl.go.jp/books/R100000002-I032609388
R100000002-I032473546,74の注目判例に学ぶ医療訴訟対策の勘所,ナナジュウヨン ノ チュウモク ハンレイ ニ マナブ イリョウ ソショウ タイサク ノ カンドコロ,,,日経メディカル 編,日経BP 日経BPマーケティング,2022,526p ; 21cm,978-4-296-20078-8,https://ndlsearch.ndl.go.jp/books/R100000002-I032473546
R100000002-I000010532840,売れるメニュー100 : 第15回日経レストランメニューグランプリ優秀作品集,ウレル メニュー 100 : ダイ15カイ ニッケイ レストラン メニュー グランプリ ユウシュウ サクヒンシュウ,,,日経レストラン 編,日経BP社 日経BP出版センター (発売),2009,112p ; 30cm,978-4-8222-3332-7,https://ndlsearch.ndl.go.jp/books/R100000002-I000010532840
R100000002-I000009302798,Open universe : 2025年の未来研究 : 「オープンシステム」の次に来るもの,Open universe : 2025ネン ノ ミライ ケンキュウ : オープン システム ノ ツギ ニ クル モノ,,,"玉地康雄 著 , 日経systems 編",日経BP社 日経BP出版センター (発売),2008,288p ; 26cm,978-4-8222-2985-6,https://ndlsearch.ndl.go.jp/books/R100000002-I000009302798
R100000002-I000011226191,日産自動車「マーチ」,ニッサン ジドウシャ マーチ,,最新型車分解レポート ; 2011,"ベンチマーキングセンター利活用協議会 著 , 日経Automotive Technology 編",日経BP社,2011,180枚 ; 31cm,978-4-8222-2741-8,https://ndlsearch.ndl.go.jp/books/R100000002-I000011226191
R100000002-I028126076,情報リテラシー : Office 2016対応版. 応用編,ジョウホウ リテラシー : Office 2016 タイオウバン,,,"日経BP社, 鳥越昇, 森由紀 著",日経BP社 日経BPマーケティング (発売),2017,331p ; 28cm,978-4-8222-9224-9,https://ndlsearch.ndl.go.jp/books/R100000002-I028126076
R100000002-I024312315,基本から分かる情報リテラシー : クラウドサービスで学ぶ,キホン カラ ワカル ジョウホウ リテラシー : クラウド サービス デ マナブ,,,日経パソコン編集 編,日経BP社 日経BPマーケティング (発売),2013,82p ; 26cm,978-4-8222-6972-2,https://ndlsearch.ndl.go.jp/books/R100000002-I024312315
R100000002-I027214832,設計ミスを防ぐ建築実務の勘所 : 実例に学ぶ,セッケイ ミス オ フセグ ケンチク ジツム ノ カンドコロ : ジツレイ ニ マナブ,,,日経アーキテクチュア 編,日経BP社 日経BPマーケティング (発売),2016,173p ; 21cm,978-4-8222-0061-9,https://ndlsearch.ndl.go.jp/books/R100000002-I027214832
R100000002-I023605963,まつもとゆきひろコードの未来,マツモト ユキヒロ コード ノ ミライ,,,"まつもとゆきひろ 著 , 日経Linux 編",日経BP社 日経BPマーケティング (発売),2012,359p ; 24cm,978-4-8222-3463-8,https://ndlsearch.ndl.go.jp/books/R100000002-I023605963
R100000002-I024953248,世界水素インフラプロジェクト総覧 : 水素社会へのシナリオ分析と市場動向,セカイ スイソ インフラ プロジェクト ソウラン : スイソ シャカイ エ ノ シナリオ ブンセキ ト シジョウ ドウコウ,,,日経BPクリーンテック研究所 調査,日経BP社,2013,104枚 ; 32cm + CD-ROM 1枚 (12cm),978-4-8222-7365-1,https://ndlsearch.ndl.go.jp/books/R100000002-I024953248
R100000002-I029031247,今すぐできる建設業の工期短縮,イマ スグ デキル ケンセツギョウ ノ コウキ タンシュク,,,"降籏達生 著 , 日経コンストラクション 編",日経BP社 日経BPマーケティング (発売),2018,243p ; 21cm,978-4-8222-5654-8,https://ndlsearch.ndl.go.jp/books/R100000002-I029031247
R100000002-I026674279,グローバル感染症 : 必携70疾患のプロファイル,グローバル カンセンショウ : ヒッケイ ナナジュウ シッカン ノ プロファイル,,,日経メディカル 編,日経BP社 日経BPマーケティング (発売),2015,255p ; 21cm,978-4-8222-0020-6,https://ndlsearch.ndl.go.jp/books/R100000002-I026674279
R100000002-I028150476,ここがポイント!高齢者救急 = Geriatric Emergency,ココ ガ ポイント コウレイシャ キュウキュウ,,,"Iona Murdoch, Sarah Turpin, Bree Johnston, Alasdair MacLullich, Eve Losman 著 , 日経メディカル 編",日経BP社 日経BPマーケティング (発売),2017,301p ; 26cm,978-4-8222-3954-1,https://ndlsearch.ndl.go.jp/books/R100000002-I028150476
R100000002-I027522171,なぜ新耐震住宅は倒れたか : 変わる家づくりの常識,ナゼ シン タイシン ジュウタク ワ タオレタカ : カワル イエズクリ ノ ジョウシキ,,,日経ホームビルダー 編,日経BP社 日経BPマーケティング (発売),2016,223p ; 21cm,978-4-8222-0069-5,https://ndlsearch.ndl.go.jp/books/R100000002-I027522171
R100000002-I028690592,治療薬インデックス. 2018,チリョウヤク インデックス,,,"笹嶋勝 監修 , 日経ドラッグインフォメーション 編集",日経BP社 日経BPマーケティング (発売),2017,887p ; 19cm,978-4-8222-5825-2,https://ndlsearch.ndl.go.jp/books/R100000002-I028690592
R100000002-I026449934,IT調査データ年鑑 = IT Survey Data Yearbook,アイティー チョウサ データ ネンカン,,,"日経コンピュータ, 日経情報ストラテジー, 日経コミュニケーション, 日経SYSTEMS, 日経パソコン, 日経NETWORK 編集",日経BP社 日経BPマーケティング (発売),2015,263p ; 28cm + DVD-ROM(1枚 12cm),978-4-8222-7994-3,https://ndlsearch.ndl.go.jp/books/R100000002-I026449934
R100000002-I028664790,胃カメラのおいしい飲ませ方,イカメラ ノ オイシイ ノマセカタ,,,"中島恒夫 著 , 日経メディカル 編集",日経BP社 日経BPマーケティング (発売),2017,101p ; 26cm + DVDビデオディスク(1枚 12cm),978-4-8222-5890-0,https://ndlsearch.ndl.go.jp/books/R100000002-I028664790
R100000002-I028035822,情報リテラシー入門. 2017年版,ジョウホウ リテラシー ニュウモン,,,"日経BP社 編 , 平田浩一 ほか著",日経BP社 日経BPマーケティング (発売),2017,203p ; 26cm,978-4-8222-9225-6,https://ndlsearch.ndl.go.jp/books/R100000002-I028035822
R100000002-I028693701,日本の億万投資家77の金言 = 77 WISE SAYINGS Quotes from Japanese Richest Individual Investors,ニホン ノ オクマン トウシカ ナナジュウナナ ノ キンゲン,,,日経マネー編集部 編,日経BP社 日経BPマーケティング (発売),2017,197p ; 19cm,978-4-8222-5833-7,https://ndlsearch.ndl.go.jp/books/R100000002-I028693701
R100000002-I030168064,子供を育む水辺の自然体験 : 日経Kids+,コドモ オ ハグクム ミズベ ノ シゼン タイケン : ニッケイ キッズ プラス,,日経ホームマガジン,日経トレンディ 編,日経BP 日経BPマーケティング (発売),2020,98p ; 28cm,978-4-296-10507-6,https://ndlsearch.ndl.go.jp/books/R100000002-I030168064
R100000002-I000010822085,ワイヤレス給電 : 非接触充電と無線電力伝送のすべて. 2010,ワイヤレス キュウデン : ヒセッショク ジュウデン ト ムセン デンリョク デンソウ ノ スベテ,,Nikkei electronics books,日経エレクトロニクス 編,日経BP社 日経BP出版センター (発売),2010,192p ; 28cm,978-4-8222-0282-8,https://ndlsearch.ndl.go.jp/books/R100000002-I000010822085
R100000002-I029721088,貯まる女子の毎日の習慣 : ムダなお金をかけずに幸せに暮らす,タマル ジョシ ノ マイニチ ノ シュウカン : ムダ ナ オカネ オ カケズニ シアワセ ニ クラス,,NIKKEI WOMAN BOOK,日経WOMAN編集部 編,日経BP 日経BPマーケティング (発売),2019,127p ; 21cm,978-4-296-10324-9,https://ndlsearch.ndl.go.jp/books/R100000002-I029721088
R100000002-I023728624,SHIBUYA202X : 知られざる渋谷の過去・未来,シブヤ ニーマルニーエックス : シラレザル シブヤ ノ カコ ミライ,,,ケンプラッツ 編,日経BP社 日経BPマーケティング (発売),2012,175p ; 28cm,978-4-8222-6069-9,https://ndlsearch.ndl.go.jp/books/R100000002-I023728624
R100000002-I000011216277,売れるデザインの新鉄則30,ウレル デザイン ノ シンテッソク 30,,,日経デザインブランド向上委員会 編,日経BP社 日経BPマーケティング (発売),2011,183p ; 21cm,978-4-8222-6472-7,https://ndlsearch.ndl.go.jp/books/R100000002-I000011216277
R100000002-I028098729,判例で学ぶ建築トラブル完全対策,ハンレイ デ マナブ ケンチク トラブル カンゼン タイサク,,,日経アーキテクチュア 編,日経BP社 日経BPマーケティング (発売),2017,287p ; 21cm,978-4-8222-3835-3,https://ndlsearch.ndl.go.jp/books/R100000002-I028098729
R100000002-I027993501,薬局で使える実践薬学,ヤッキョク デ ツカエル ジッセン ヤクガク,,,"山本雄一郎 著 , 日経ドラッグインフォメーション 編",日経BP社 日経BPマーケティング (発売),2017,447p ; 26cm,978-4-8222-3961-9,https://ndlsearch.ndl.go.jp/books/R100000002-I027993501
R100000002-I000011035079,スマートエネルギー. no.3,スマート エネルギー,,,"日経エレクトロニクス, 日経ビジネス, 日経エコロジー 編",日経BP社 日経BPマーケティング (発売),2010,247p ; 28cm,978-4-8222-0295-8,https://ndlsearch.ndl.go.jp/books/R100000002-I000011035079
R100000002-I026025584,あなたのデータ、「お金」に換えてもいいですか? : プライバシー大論争,アナタ ノ データ オカネ ニ カエテモ イイデスカ : プライバシー ダイロンソウ,,,日経コンピュータ 著,日経BP社 日経BPマーケティング (発売),2015,191p ; 19cm,978-4-8222-6892-3,https://ndlsearch.ndl.go.jp/books/R100000002-I026025584
R100000002-I000011219313,藤森照信,フジモリ テルノブ,,NA建築家シリーズ ; 04,日経アーキテクチュア 編,日経BP社 日経BPマーケティング (発売),2011,293p ; 26cm,978-4-8222-6689-9,https://ndlsearch.ndl.go.jp/books/R100000002-I000011219313
R100000002-I025443147,分解大全. 3 (開けて分かった人気の秘密),ブンカイ タイゼン,,,日経エレクトロニクス 編,日経BP社 日経BPマーケティング (発売),2014,245p ; 28cm,978-4-8222-7688-1,https://ndlsearch.ndl.go.jp/books/R100000002-I025443147
R100000002-I023155246,売れる色はこう決める! : カラー★マーケティング50選,ウレル イロ ワ コウ キメル : カラー マーケティング 50セン,,,日経デザイン 編,日経BP社 日経BPマーケティング (発売),2011,207p ; 21cm,978-4-8222-6475-8,https://ndlsearch.ndl.go.jp/books/R100000002-I023155246
R100000002-I000011093343,内藤廣,ナイトウ ヒロシ,,NA建築家シリーズ ; 03,日経アーキテクチュア 編,日経BP社 日経BPマーケティング (発売),2011,303p ; 26cm,978-4-8222-6683-7,https://ndlsearch.ndl.go.jp/books/R100000002-I000011093343
R100000002-I025944657,近隣交渉に困らないための建築トラブル対処術,キンリン コウショウ ニ コマラナイ タメ ノ ケンチク トラブル タイショジュツ,,,日経アーキテクチュア 編,日経BP社 日経BPマーケティング (発売),2014,215p ; 21cm,978-4-8222-0027-5,https://ndlsearch.ndl.go.jp/books/R100000002-I025944657
R100000002-I029721095,10年後のGAFAを探せ : 世界を変える100社,ジュウネンゴ ノ ガーファ オ サガセ : セカイ オ カエル ヒャクシャ,,,日経ビジネス 編,日経BP 日経BPマーケティング (発売),2019,290p ; 19cm,978-4-296-10278-5,https://ndlsearch.ndl.go.jp/books/R100000002-I029721095
R100000002-I026946491,日本おもてなし鉄道 : 観光列車で楽しむ日本のデザイン,ニホン オモテナシ テツドウ : カンコウ レッシャ デ タノシム ニホン ノ デザイン,,,日経デザイン 編,日経BP社 日経BPマーケティング (発売),2015,215p ; 21cm,978-4-8222-3508-6,https://ndlsearch.ndl.go.jp/books/R100000002-I026946491
